lan,lac,year,s,ss,emissions
Rotherham,E08000018,2042,Industry,Large Industrial Installations,149.2512653
Sheffield,E08000019,2042,Industry,Large Industrial Installations,74.12624848
Barnsley,E08000016,2043,Industry,Large Industrial Installations,47.80771804
Doncaster,E08000017,2043,Industry,Large Industrial Installations,30.68879586
Rotherham,E08000018,2043,Industry,Large Industrial Installations,149.2512653
Sheffield,E08000019,2043,Industry,Large Industrial Installations,74.12624848
Barnsley,E08000016,2044,Industry,Large Industrial Installations,47.80771804
Doncaster,E08000017,2044,Industry,Large Industrial Installations,30.68879586
Rotherham,E08000018,2044,Industry,Large Industrial Installations,149.2512653
Sheffield,E08000019,2044,Industry,Large Industrial Installations,74.12624848
Barnsley,E08000016,2045,Industry,Large Industrial Installations,47.80771804
Doncaster,E08000017,2045,Industry,Large Industrial Installations,30.68879586
Rotherham,E08000018,2045,Industry,Large Industrial Installations,149.2512653
Sheffield,E08000019,2045,Industry,Large Industrial Installations,74.12624848
Barnsley,E08000016,2046,Industry,Large Industrial Installations,47.80771804
Doncaster,E08000017,2046,Industry,Large Industrial Installations,30.68879586
Rotherham,E08000018,2046,Industry,Large Industrial Installations,149.2512653
Sheffield,E08000019,2046,Industry,Large Industrial Installations,74.12624848
Barnsley,E08000016,2047,Industry,Large Industrial Installations,47.80771804
Doncaster,E08000017,2047,Industry,Large Industrial Installations,30.68879586
Rotherham,E08000018,2047,Industry,Large Industrial Installations,149.2512653
Sheffield,E08000019,2047,Industry,Large Industrial Installations,74.12624848
Barnsley,E08000016,2048,Industry,Large Industrial Installations,47.80771804
Doncaster,E08000017,2048,Industry,Large Industrial Installations,30.68879586
Rotherham,E08000018,2048,Industry,Large Industrial Installations,149.2512653
Sheffield,E08000019,2048,Industry,Large Industrial Installations,74.12624848
Barnsley,E08000016,2049,Industry,Large Industrial Installations,47.80771804
Doncaster,E08000017,2049,Industry,Large Industrial Installations,30.68879586
Rotherham,E08000018,2049,Industry,Large Industrial Installations,149.2512653
Sheffield,E08000019,2049,Industry,Large Industrial Installations,74.12624848
Barnsley,E08000016,2050,Industry,Large Industrial Installations,47.80771804
Doncaster,E08000017,2050,Industry,Large Industrial Installations,30.68879586
Rotherham,E08000018,2050,Industry,Large Industrial Installations,149.2512653
Sheffield,E08000019,2050,Industry,Large Industrial Installations,74.12624848
Barnsley,E08000016,2020,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2020,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2020,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2020,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2021,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2021,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2021,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2021,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2022,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2022,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2022,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2022,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2023,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2023,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2023,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2023,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2024,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2024,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2024,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2024,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2025,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2025,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2025,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2025,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2026,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2026,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2026,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2026,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2027,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2027,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2027,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2027,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2028,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2028,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2028,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2028,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2029,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2029,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2029,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2029,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2030,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2030,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2030,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2030,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2031,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2031,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2031,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2031,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2032,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2032,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2032,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2032,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2033,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2033,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2033,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2033,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2034,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2034,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2034,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2034,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2035,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2035,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2035,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2035,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2036,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2036,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2036,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2036,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2037,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2037,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2037,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2037,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2038,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2038,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2038,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2038,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2039,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2039,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2039,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2039,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2040,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2040,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2040,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2040,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2041,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2041,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2041,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2041,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2042,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2042,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2042,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2042,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2043,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2043,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2043,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2043,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2044,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2044,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2044,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2044,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2045,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2045,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2045,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2045,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2046,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2046,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2046,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2046,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2047,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2047,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2047,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2047,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2048,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2048,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2048,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2048,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2049,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2049,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2049,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2049,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2050,Industry,Industry 'Other Fuels',74.47042731
Doncaster,E08000017,2050,Industry,Industry 'Other Fuels',59.09444848
Rotherham,E08000018,2050,Industry,Industry 'Other Fuels',45.32664317
Sheffield,E08000019,2050,Industry,Industry 'Other Fuels',69.64453737
Barnsley,E08000016,2020,Industry,Agriculture,7.04830565
Doncaster,E08000017,2020,Industry,Agriculture,12.85273664
Rotherham,E08000018,2020,Industry,Agriculture,5.063725097
Sheffield,E08000019,2020,Industry,Agriculture,4.148035048
Barnsley,E08000016,2021,Industry,Agriculture,7.04830565
Doncaster,E08000017,2021,Industry,Agriculture,12.85273664
Rotherham,E08000018,2021,Industry,Agriculture,5.063725097
Sheffield,E08000019,2021,Industry,Agriculture,4.148035048
Barnsley,E08000016,2022,Industry,Agriculture,7.04830565
Doncaster,E08000017,2022,Industry,Agriculture,12.85273664
Rotherham,E08000018,2022,Industry,Agriculture,5.063725097
Sheffield,E08000019,2022,Industry,Agriculture,4.148035048
Barnsley,E08000016,2023,Industry,Agriculture,7.04830565
Doncaster,E08000017,2023,Industry,Agriculture,12.85273664
Rotherham,E08000018,2023,Industry,Agriculture,5.063725097
Sheffield,E08000019,2023,Industry,Agriculture,4.148035048
Barnsley,E08000016,2024,Industry,Agriculture,7.04830565
Doncaster,E08000017,2024,Industry,Agriculture,12.85273664
Rotherham,E08000018,2024,Industry,Agriculture,5.063725097
Sheffield,E08000019,2024,Industry,Agriculture,4.148035048
Barnsley,E08000016,2025,Industry,Agriculture,7.04830565
Doncaster,E08000017,2025,Industry,Agriculture,12.85273664
Rotherham,E08000018,2025,Industry,Agriculture,5.063725097
Sheffield,E08000019,2025,Industry,Agriculture,4.148035048
Barnsley,E08000016,2026,Industry,Agriculture,7.04830565
Doncaster,E08000017,2026,Industry,Agriculture,12.85273664
Rotherham,E08000018,2026,Industry,Agriculture,5.063725097
Sheffield,E08000019,2026,Industry,Agriculture,4.148035048
Barnsley,E08000016,2027,Industry,Agriculture,7.04830565
Doncaster,E08000017,2027,Industry,Agriculture,12.85273664
Rotherham,E08000018,2027,Industry,Agriculture,5.063725097
Sheffield,E08000019,2027,Industry,Agriculture,4.148035048
Barnsley,E08000016,2028,Industry,Agriculture,7.04830565
Doncaster,E08000017,2028,Industry,Agriculture,12.85273664
Rotherham,E08000018,2028,Industry,Agriculture,5.063725097
Sheffield,E08000019,2028,Industry,Agriculture,4.148035048
Barnsley,E08000016,2029,Industry,Agriculture,7.04830565
Doncaster,E08000017,2029,Industry,Agriculture,12.85273664
Rotherham,E08000018,2029,Industry,Agriculture,5.063725097
Sheffield,E08000019,2029,Industry,Agriculture,4.148035048
Barnsley,E08000016,2030,Industry,Agriculture,7.04830565
Doncaster,E08000017,2030,Industry,Agriculture,12.85273664
Rotherham,E08000018,2030,Industry,Agriculture,5.063725097
Sheffield,E08000019,2030,Industry,Agriculture,4.148035048
Barnsley,E08000016,2031,Industry,Agriculture,7.04830565
Doncaster,E08000017,2031,Industry,Agriculture,12.85273664
Rotherham,E08000018,2031,Industry,Agriculture,5.063725097
Sheffield,E08000019,2031,Industry,Agriculture,4.148035048
Barnsley,E08000016,2032,Industry,Agriculture,7.04830565
Doncaster,E08000017,2032,Industry,Agriculture,12.85273664
Rotherham,E08000018,2032,Industry,Agriculture,5.063725097
Sheffield,E08000019,2032,Industry,Agriculture,4.148035048
Barnsley,E08000016,2033,Industry,Agriculture,7.04830565
Doncaster,E08000017,2033,Industry,Agriculture,12.85273664
Rotherham,E08000018,2033,Industry,Agriculture,5.063725097
Sheffield,E08000019,2033,Industry,Agriculture,4.148035048
Barnsley,E08000016,2034,Industry,Agriculture,7.04830565
Doncaster,E08000017,2034,Industry,Agriculture,12.85273664
Rotherham,E08000018,2034,Industry,Agriculture,5.063725097
Sheffield,E08000019,2034,Industry,Agriculture,4.148035048
Barnsley,E08000016,2035,Industry,Agriculture,7.04830565
Doncaster,E08000017,2035,Industry,Agriculture,12.85273664
Rotherham,E08000018,2035,Industry,Agriculture,5.063725097
Sheffield,E08000019,2035,Industry,Agriculture,4.148035048
Barnsley,E08000016,2036,Industry,Agriculture,7.04830565
Doncaster,E08000017,2036,Industry,Agriculture,12.85273664
Rotherham,E08000018,2036,Industry,Agriculture,5.063725097
Sheffield,E08000019,2036,Industry,Agriculture,4.148035048
Barnsley,E08000016,2037,Industry,Agriculture,7.04830565
Doncaster,E08000017,2037,Industry,Agriculture,12.85273664
Rotherham,E08000018,2037,Industry,Agriculture,5.063725097
Sheffield,E08000019,2037,Industry,Agriculture,4.148035048
Barnsley,E08000016,2038,Industry,Agriculture,7.04830565
Doncaster,E08000017,2038,Industry,Agriculture,12.85273664
Rotherham,E08000018,2038,Industry,Agriculture,5.063725097
Sheffield,E08000019,2038,Industry,Agriculture,4.148035048
Barnsley,E08000016,2039,Industry,Agriculture,7.04830565
Doncaster,E08000017,2039,Industry,Agriculture,12.85273664
Rotherham,E08000018,2039,Industry,Agriculture,5.063725097
Sheffield,E08000019,2039,Industry,Agriculture,4.148035048
Barnsley,E08000016,2040,Industry,Agriculture,7.04830565
Doncaster,E08000017,2040,Industry,Agriculture,12.85273664
Rotherham,E08000018,2040,Industry,Agriculture,5.063725097
Sheffield,E08000019,2040,Industry,Agriculture,4.148035048
Barnsley,E08000016,2041,Industry,Agriculture,7.04830565
Doncaster,E08000017,2041,Industry,Agriculture,12.85273664
Rotherham,E08000018,2041,Industry,Agriculture,5.063725097
Sheffield,E08000019,2041,Industry,Agriculture,4.148035048
Barnsley,E08000016,2042,Industry,Agriculture,7.04830565
Doncaster,E08000017,2042,Industry,Agriculture,12.85273664
Rotherham,E08000018,2042,Industry,Agriculture,5.063725097
Sheffield,E08000019,2042,Industry,Agriculture,4.148035048
Barnsley,E08000016,2043,Industry,Agriculture,7.04830565
Doncaster,E08000017,2043,Industry,Agriculture,12.85273664
Rotherham,E08000018,2043,Industry,Agriculture,5.063725097
Sheffield,E08000019,2043,Industry,Agriculture,4.148035048
Barnsley,E08000016,2044,Industry,Agriculture,7.04830565
Doncaster,E08000017,2044,Industry,Agriculture,12.85273664
Rotherham,E08000018,2044,Industry,Agriculture,5.063725097
Sheffield,E08000019,2044,Industry,Agriculture,4.148035048
Barnsley,E08000016,2045,Industry,Agriculture,7.04830565
Doncaster,E08000017,2045,Industry,Agriculture,12.85273664
Rotherham,E08000018,2045,Industry,Agriculture,5.063725097
Sheffield,E08000019,2045,Industry,Agriculture,4.148035048
Barnsley,E08000016,2046,Industry,Agriculture,7.04830565
Doncaster,E08000017,2046,Industry,Agriculture,12.85273664
Rotherham,E08000018,2046,Industry,Agriculture,5.063725097
Sheffield,E08000019,2046,Industry,Agriculture,4.148035048
Barnsley,E08000016,2047,Industry,Agriculture,7.04830565
Doncaster,E08000017,2047,Industry,Agriculture,12.85273664
Rotherham,E08000018,2047,Industry,Agriculture,5.063725097
Sheffield,E08000019,2047,Industry,Agriculture,4.148035048
Barnsley,E08000016,2048,Industry,Agriculture,7.04830565
Doncaster,E08000017,2048,Industry,Agriculture,12.85273664
Rotherham,E08000018,2048,Industry,Agriculture,5.063725097
Sheffield,E08000019,2048,Industry,Agriculture,4.148035048
Barnsley,E08000016,2049,Industry,Agriculture,7.04830565
Doncaster,E08000017,2049,Industry,Agriculture,12.85273664
Rotherham,E08000018,2049,Industry,Agriculture,5.063725097
Sheffield,E08000019,2049,Industry,Agriculture,4.148035048
Barnsley,E08000016,2050,Industry,Agriculture,7.04830565
Doncaster,E08000017,2050,Industry,Agriculture,12.85273664
Rotherham,E08000018,2050,Industry,Agriculture,5.063725097
Sheffield,E08000019,2050,Industry,Agriculture,4.148035048
Barnsley,E08000016,2020,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2020,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2020,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2020,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2021,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2021,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2021,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2021,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2022,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2022,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2022,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2022,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2023,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2023,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2023,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2023,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2024,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2024,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2024,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2024,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2025,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2025,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2025,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2025,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2026,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2026,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2026,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2026,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2027,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2027,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2027,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2027,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2028,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2028,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2028,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2028,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2029,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2029,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2029,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2029,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2030,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2030,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2030,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2030,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2031,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2031,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2031,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2031,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2032,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2032,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2032,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2032,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2033,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2033,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2033,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2033,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2034,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2034,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2034,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2034,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2035,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2035,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2035,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2035,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2036,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2036,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2036,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2036,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2037,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2037,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2037,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2037,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2038,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2038,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2038,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2038,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2039,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2039,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2039,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2039,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2040,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2040,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2040,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2040,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2041,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2041,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2041,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2041,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2042,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2042,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2042,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2042,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2043,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2043,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2043,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2043,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2044,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2044,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2044,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2044,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2045,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2045,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
Rotherham,E08000018,2045,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Sheffield,E08000019,2045,LULUCF,LULUCF Net Emissions: Forest land,-25.81781138
Barnsley,E08000016,2046,LULUCF,LULUCF Net Emissions: Forest land,-17.22224474
Doncaster,E08000017,2046,LULUCF,LULUCF Net Emissions: Forest land,-22.303832
