lan,lac,year,s,ss,emissions
Rotherham,E08000018,2016,Transport,Transport Other,5.694803839
Rotherham,E08000018,2017,Commercial,Commercial Electricity,52.05975023
Rotherham,E08000018,2017,Commercial,Commercial Gas,68.05792884
Rotherham,E08000018,2017,Commercial,Commercial 'Other Fuels',0.075307859
Rotherham,E08000018,2017,Domestic,Domestic Electricity,95.17897285
Rotherham,E08000018,2017,Domestic,Domestic Gas,271.2007608
Rotherham,E08000018,2017,Domestic,Domestic 'Other Fuels',52.55975742
Rotherham,E08000018,2017,Industry,Industry Electricity,91.45669905
Rotherham,E08000018,2017,Industry,Industry Gas,98.7476383
Rotherham,E08000018,2017,Industry,Large Industrial Installations,78.79792877
Rotherham,E08000018,2017,Industry,Industry 'Other Fuels',46.57490081
Rotherham,E08000018,2017,Industry,Agriculture,4.578265192
Rotherham,E08000018,2017,LULUCF,LULUCF Net Emissions: Forest land,-16.96065526
Rotherham,E08000018,2017,LULUCF,LULUCF Net Emissions: Cropland,6.658577898
Rotherham,E08000018,2017,LULUCF,LULUCF Net Emissions: Grassland,-11.36165044
Rotherham,E08000018,2017,LULUCF,LULUCF Net Emissions: Wetlands,-5.14995e-4
Rotherham,E08000018,2017,LULUCF,LULUCF Net Emissions: Settlements,5.367554636
Rotherham,E08000018,2017,Public Sector,Public Sector Electricity,16.94207992
Rotherham,E08000018,2017,Public Sector,Public Sector Gas,37.86371626
Rotherham,E08000018,2017,Public Sector,Public Sector 'Other Fuels',0.098652191
Rotherham,E08000018,2017,Transport,Road Transport (A roads),154.0024158
Rotherham,E08000018,2017,Transport,Road Transport (Motorways),270.3348873
Rotherham,E08000018,2017,Transport,Road Transport (Minor roads),198.1912187
Rotherham,E08000018,2017,Transport,Diesel Railways,12.42680954
Rotherham,E08000018,2017,Transport,Transport Other,5.856778735
Rotherham,E08000018,2018,Commercial,Commercial Electricity,49.8040682
Rotherham,E08000018,2018,Commercial,Commercial Gas,70.68014897
Rotherham,E08000018,2018,Commercial,Commercial 'Other Fuels',0.296735838
Rotherham,E08000018,2018,Domestic,Domestic Electricity,86.27652642
Rotherham,E08000018,2018,Domestic,Domestic Gas,282.0298443
Rotherham,E08000018,2018,Domestic,Domestic 'Other Fuels',51.48685045
Rotherham,E08000018,2018,Industry,Industry Electricity,84.94582218
Rotherham,E08000018,2018,Industry,Industry Gas,104.1818161
Rotherham,E08000018,2018,Industry,Large Industrial Installations,106.275431
Rotherham,E08000018,2018,Industry,Industry 'Other Fuels',47.77422163
Rotherham,E08000018,2018,Industry,Agriculture,4.484813875
Rotherham,E08000018,2018,LULUCF,LULUCF Net Emissions: Forest land,-16.97850039
Rotherham,E08000018,2018,LULUCF,LULUCF Net Emissions: Cropland,6.414279279
Rotherham,E08000018,2018,LULUCF,LULUCF Net Emissions: Grassland,-11.48961051
Rotherham,E08000018,2018,LULUCF,LULUCF Net Emissions: Wetlands,-5.14995e-4
Rotherham,E08000018,2018,LULUCF,LULUCF Net Emissions: Settlements,5.304253278
Rotherham,E08000018,2018,Public Sector,Public Sector Electricity,15.75919411
Rotherham,E08000018,2018,Public Sector,Public Sector Gas,39.10549585
Rotherham,E08000018,2018,Public Sector,Public Sector 'Other Fuels',0.109890678
Rotherham,E08000018,2018,Transport,Road Transport (A roads),147.7845858
Rotherham,E08000018,2018,Transport,Road Transport (Motorways),263.2622125
Rotherham,E08000018,2018,Transport,Road Transport (Minor roads),211.8415922
Rotherham,E08000018,2018,Transport,Diesel Railways,11.65264105
Rotherham,E08000018,2018,Transport,Transport Other,5.889712829
Rotherham,E08000018,2019,Commercial,Commercial Electricity,50.1140083
Rotherham,E08000018,2019,Commercial,Commercial Gas,78.15927123
Rotherham,E08000018,2019,Commercial,Commercial 'Other Fuels',0.272132847
Rotherham,E08000018,2019,Domestic,Domestic Electricity,77.08594559
Rotherham,E08000018,2019,Domestic,Domestic Gas,284.4544936
Rotherham,E08000018,2019,Domestic,Domestic 'Other Fuels',42.79251849
Rotherham,E08000018,2019,Industry,Industry Electricity,65.22472494
Rotherham,E08000018,2019,Industry,Industry Gas,103.623853
Rotherham,E08000018,2019,Industry,Large Industrial Installations,149.2512653
Rotherham,E08000018,2019,Industry,Industry 'Other Fuels',45.32664317
Rotherham,E08000018,2019,Industry,Agriculture,5.063725097
Rotherham,E08000018,2019,LULUCF,LULUCF Net Emissions: Forest land,-16.90428617
Rotherham,E08000018,2019,LULUCF,LULUCF Net Emissions: Cropland,6.543553824
Rotherham,E08000018,2019,LULUCF,LULUCF Net Emissions: Grassland,-11.61473866
Rotherham,E08000018,2019,LULUCF,LULUCF Net Emissions: Wetlands,-5.14995e-4
Rotherham,E08000018,2019,LULUCF,LULUCF Net Emissions: Settlements,5.244399868
Rotherham,E08000018,2019,Public Sector,Public Sector Electricity,15.950621
Rotherham,E08000018,2019,Public Sector,Public Sector Gas,41.82196203
Rotherham,E08000018,2019,Public Sector,Public Sector 'Other Fuels',0.096078148
Rotherham,E08000018,2019,Transport,Road Transport (A roads),141.084895
Rotherham,E08000018,2019,Transport,Road Transport (Motorways),269.2633885
Rotherham,E08000018,2019,Transport,Road Transport (Minor roads),218.2524627
Rotherham,E08000018,2019,Transport,Diesel Railways,11.03228083
Rotherham,E08000018,2019,Transport,Transport Other,6.050957005
Sheffield,E08000019,2005,Commercial,Commercial Electricity,409.211414
Sheffield,E08000019,2005,Commercial,Commercial Gas,161.373665
Sheffield,E08000019,2005,Commercial,Commercial 'Other Fuels',1.220892706
Sheffield,E08000019,2005,Domestic,Domestic Electricity,471.9662438
Sheffield,E08000019,2005,Domestic,Domestic Gas,780.3455048
Sheffield,E08000019,2005,Domestic,Domestic 'Other Fuels',30.92782648
Sheffield,E08000019,2005,Industry,Industry Electricity,413.7887495
Sheffield,E08000019,2005,Industry,Industry Gas,242.57034290000001
Sheffield,E08000019,2005,Industry,Large Industrial Installations,195.4730705
Sheffield,E08000019,2005,Industry,Industry 'Other Fuels',107.8300068
Sheffield,E08000019,2005,Industry,Agriculture,4.188267326
Sheffield,E08000019,2005,LULUCF,LULUCF Net Emissions: Forest land,-23.55490826
Sheffield,E08000019,2005,LULUCF,LULUCF Net Emissions: Cropland,7.726616327
Sheffield,E08000019,2005,LULUCF,LULUCF Net Emissions: Grassland,-3.852253408
Sheffield,E08000019,2005,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2005,LULUCF,LULUCF Net Emissions: Settlements,5.826853639
Sheffield,E08000019,2005,Public Sector,Public Sector Electricity,138.9011513
Sheffield,E08000019,2005,Public Sector,Public Sector Gas,149.8694893
Sheffield,E08000019,2005,Public Sector,Public Sector 'Other Fuels',1.102805145
Sheffield,E08000019,2005,Transport,Road Transport (A roads),305.5782945
Sheffield,E08000019,2005,Transport,Road Transport (Motorways),113.0240327
Sheffield,E08000019,2005,Transport,Road Transport (Minor roads),296.6642079
Sheffield,E08000019,2005,Transport,Diesel Railways,9.115927552
Sheffield,E08000019,2005,Transport,Transport Other,4.535214799
Sheffield,E08000019,2006,Commercial,Commercial Electricity,418.2486483
Sheffield,E08000019,2006,Commercial,Commercial Gas,140.5464306
Sheffield,E08000019,2006,Commercial,Commercial 'Other Fuels',0.943613729
Sheffield,E08000019,2006,Domestic,Domestic Electricity,491.4958562
Sheffield,E08000019,2006,Domestic,Domestic Gas,745.1413069
Sheffield,E08000019,2006,Domestic,Domestic 'Other Fuels',27.04532243
Sheffield,E08000019,2006,Industry,Industry Electricity,422.927072
Sheffield,E08000019,2006,Industry,Industry Gas,211.2636895
Sheffield,E08000019,2006,Industry,Large Industrial Installations,99.33352296
Sheffield,E08000019,2006,Industry,Industry 'Other Fuels',103.1172456
Sheffield,E08000019,2006,Industry,Agriculture,4.020120357
Sheffield,E08000019,2006,LULUCF,LULUCF Net Emissions: Forest land,-24.04481175
Sheffield,E08000019,2006,LULUCF,LULUCF Net Emissions: Cropland,7.569244652
Sheffield,E08000019,2006,LULUCF,LULUCF Net Emissions: Grassland,-4.497391896
Sheffield,E08000019,2006,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2006,LULUCF,LULUCF Net Emissions: Settlements,5.661244163
Sheffield,E08000019,2006,Public Sector,Public Sector Electricity,141.9687154
Sheffield,E08000019,2006,Public Sector,Public Sector Gas,130.5270086
Sheffield,E08000019,2006,Public Sector,Public Sector 'Other Fuels',0.688378693
Sheffield,E08000019,2006,Transport,Road Transport (A roads),299.3128493
Sheffield,E08000019,2006,Transport,Road Transport (Motorways),112.5815898
Sheffield,E08000019,2006,Transport,Road Transport (Minor roads),290.4649863
Sheffield,E08000019,2006,Transport,Diesel Railways,8.847241546
Sheffield,E08000019,2006,Transport,Transport Other,4.61244609
Sheffield,E08000019,2007,Commercial,Commercial Electricity,409.3282764
Sheffield,E08000019,2007,Commercial,Commercial Gas,130.4273738
Sheffield,E08000019,2007,Commercial,Commercial 'Other Fuels',0.885276312
Sheffield,E08000019,2007,Domestic,Domestic Electricity,479.7493034
Sheffield,E08000019,2007,Domestic,Domestic Gas,698.8218925
Sheffield,E08000019,2007,Domestic,Domestic 'Other Fuels',25.56281189
Sheffield,E08000019,2007,Industry,Industry Electricity,413.9069191
Sheffield,E08000019,2007,Industry,Industry Gas,196.0531341
Sheffield,E08000019,2007,Industry,Large Industrial Installations,113.347165
Sheffield,E08000019,2007,Industry,Industry 'Other Fuels',104.0465454
Sheffield,E08000019,2007,Industry,Agriculture,3.740361745
Sheffield,E08000019,2007,LULUCF,LULUCF Net Emissions: Forest land,-24.2079194
Sheffield,E08000019,2007,LULUCF,LULUCF Net Emissions: Cropland,7.365443938
Sheffield,E08000019,2007,LULUCF,LULUCF Net Emissions: Grassland,-4.7513001
Sheffield,E08000019,2007,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2007,LULUCF,LULUCF Net Emissions: Settlements,5.521164595
Sheffield,E08000019,2007,Public Sector,Public Sector Electricity,138.9408186
Sheffield,E08000019,2007,Public Sector,Public Sector Gas,121.1293298
Sheffield,E08000019,2007,Public Sector,Public Sector 'Other Fuels',0.634500149
Sheffield,E08000019,2007,Transport,Road Transport (A roads),293.1520822
Sheffield,E08000019,2007,Transport,Road Transport (Motorways),108.9714859
Sheffield,E08000019,2007,Transport,Road Transport (Minor roads),306.1338512
Sheffield,E08000019,2007,Transport,Diesel Railways,9.529468943
Sheffield,E08000019,2007,Transport,Transport Other,4.551573526
Sheffield,E08000019,2008,Commercial,Commercial Electricity,416.8491674
Sheffield,E08000019,2008,Commercial,Commercial Gas,134.9649808
Sheffield,E08000019,2008,Commercial,Commercial 'Other Fuels',0.826470006
Sheffield,E08000019,2008,Domestic,Domestic Electricity,459.2384274
Sheffield,E08000019,2008,Domestic,Domestic Gas,713.6131115
Sheffield,E08000019,2008,Domestic,Domestic 'Other Fuels',28.06246275
Sheffield,E08000019,2008,Industry,Industry Electricity,421.5119368
Sheffield,E08000019,2008,Industry,Industry Gas,202.8738807
Sheffield,E08000019,2008,Industry,Large Industrial Installations,112.2191387
Sheffield,E08000019,2008,Industry,Industry 'Other Fuels',106.8531816
Sheffield,E08000019,2008,Industry,Agriculture,3.732200627
Sheffield,E08000019,2008,LULUCF,LULUCF Net Emissions: Forest land,-24.47464043
Sheffield,E08000019,2008,LULUCF,LULUCF Net Emissions: Cropland,7.236982923
Sheffield,E08000019,2008,LULUCF,LULUCF Net Emissions: Grassland,-5.229830315
Sheffield,E08000019,2008,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2008,LULUCF,LULUCF Net Emissions: Settlements,5.383081514
Sheffield,E08000019,2008,Public Sector,Public Sector Electricity,141.493681
Sheffield,E08000019,2008,Public Sector,Public Sector Gas,125.3434551
Sheffield,E08000019,2008,Public Sector,Public Sector 'Other Fuels',0.486124822
Sheffield,E08000019,2008,Transport,Road Transport (A roads),280.9928968
Sheffield,E08000019,2008,Transport,Road Transport (Motorways),99.41871222
Sheffield,E08000019,2008,Transport,Road Transport (Minor roads),305.2635737
Sheffield,E08000019,2008,Transport,Diesel Railways,9.202265588
Sheffield,E08000019,2008,Transport,Transport Other,4.685470802
Sheffield,E08000019,2009,Commercial,Commercial Electricity,341.5850675
Sheffield,E08000019,2009,Commercial,Commercial Gas,112.0607471
Sheffield,E08000019,2009,Commercial,Commercial 'Other Fuels',0.604913753
Sheffield,E08000019,2009,Domestic,Domestic Electricity,419.2011328
Sheffield,E08000019,2009,Domestic,Domestic Gas,646.9569164
Sheffield,E08000019,2009,Domestic,Domestic 'Other Fuels',26.90191707
Sheffield,E08000019,2009,Industry,Industry Electricity,345.4059517
Sheffield,E08000019,2009,Industry,Industry Gas,168.4451663
Sheffield,E08000019,2009,Industry,Large Industrial Installations,70.45141618
Sheffield,E08000019,2009,Industry,Industry 'Other Fuels',85.77465089
Sheffield,E08000019,2009,Industry,Agriculture,3.724002803
Sheffield,E08000019,2009,LULUCF,LULUCF Net Emissions: Forest land,-24.57197094
Sheffield,E08000019,2009,LULUCF,LULUCF Net Emissions: Cropland,7.137913355
Sheffield,E08000019,2009,LULUCF,LULUCF Net Emissions: Grassland,-5.454878451
Sheffield,E08000019,2009,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2009,LULUCF,LULUCF Net Emissions: Settlements,5.256705065
Sheffield,E08000019,2009,Public Sector,Public Sector Electricity,115.9463239
Sheffield,E08000019,2009,Public Sector,Public Sector Gas,104.0720425
Sheffield,E08000019,2009,Public Sector,Public Sector 'Other Fuels',0.261383085
Sheffield,E08000019,2009,Transport,Road Transport (A roads),273.8978006
Sheffield,E08000019,2009,Transport,Road Transport (Motorways),97.94318618
Sheffield,E08000019,2009,Transport,Road Transport (Minor roads),294.4226294
Sheffield,E08000019,2009,Transport,Diesel Railways,9.093262545
Sheffield,E08000019,2009,Transport,Transport Other,4.414346352
Sheffield,E08000019,2010,Commercial,Commercial Electricity,349.8378639
Sheffield,E08000019,2010,Commercial,Commercial Gas,134.8236647
Sheffield,E08000019,2010,Commercial,Commercial 'Other Fuels',0.66686157
Sheffield,E08000019,2010,Domestic,Domestic Electricity,433.4003491
Sheffield,E08000019,2010,Domestic,Domestic Gas,705.1881153
Sheffield,E08000019,2010,Domestic,Domestic 'Other Fuels',28.42267008
Sheffield,E08000019,2010,Industry,Industry Electricity,353.7510619
Sheffield,E08000019,2010,Industry,Industry Gas,202.66146
Sheffield,E08000019,2010,Industry,Large Industrial Installations,81.09490523
Sheffield,E08000019,2010,Industry,Industry 'Other Fuels',83.29131123
Sheffield,E08000019,2010,Industry,Agriculture,3.713042873
Sheffield,E08000019,2010,LULUCF,LULUCF Net Emissions: Forest land,-24.9417865
Sheffield,E08000019,2010,LULUCF,LULUCF Net Emissions: Cropland,6.975788835
Sheffield,E08000019,2010,LULUCF,LULUCF Net Emissions: Grassland,-5.663004043
Sheffield,E08000019,2010,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2010,LULUCF,LULUCF Net Emissions: Settlements,5.354360939
Sheffield,E08000019,2010,Public Sector,Public Sector Electricity,118.7476214
Sheffield,E08000019,2010,Public Sector,Public Sector Gas,125.2122133
Sheffield,E08000019,2010,Public Sector,Public Sector 'Other Fuels',0.169261944
Sheffield,E08000019,2010,Transport,Road Transport (A roads),270.9986632
Sheffield,E08000019,2010,Transport,Road Transport (Motorways),99.12557087
Sheffield,E08000019,2010,Transport,Road Transport (Minor roads),295.8359053
Sheffield,E08000019,2010,Transport,Diesel Railways,9.172574988
Sheffield,E08000019,2010,Transport,Transport Other,4.473237104
Sheffield,E08000019,2011,Commercial,Commercial Electricity,342.4413714
Sheffield,E08000019,2011,Commercial,Commercial Gas,113.400842
Sheffield,E08000019,2011,Commercial,Commercial 'Other Fuels',0.671720763
Sheffield,E08000019,2011,Domestic,Domestic Electricity,412.403235
Sheffield,E08000019,2011,Domestic,Domestic Gas,577.1668495
Sheffield,E08000019,2011,Domestic,Domestic 'Other Fuels',26.73875251
Sheffield,E08000019,2011,Industry,Industry Electricity,340.4190862
Sheffield,E08000019,2011,Industry,Industry Gas,167.1691376
Sheffield,E08000019,2011,Industry,Large Industrial Installations,100.0682523
Sheffield,E08000019,2011,Industry,Industry 'Other Fuels',70.54142993
Sheffield,E08000019,2011,Industry,Agriculture,3.805449468
Sheffield,E08000019,2011,LULUCF,LULUCF Net Emissions: Forest land,-25.1855563
Sheffield,E08000019,2011,LULUCF,LULUCF Net Emissions: Cropland,6.844197637
Sheffield,E08000019,2011,LULUCF,LULUCF Net Emissions: Grassland,-5.940209175
Sheffield,E08000019,2011,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2011,LULUCF,LULUCF Net Emissions: Settlements,5.286519193
Sheffield,E08000019,2011,Public Sector,Public Sector Electricity,114.0878271
Sheffield,E08000019,2011,Public Sector,Public Sector Gas,112.9851537
Sheffield,E08000019,2011,Public Sector,Public Sector 'Other Fuels',0.431198935
Sheffield,E08000019,2011,Transport,Road Transport (A roads),268.6799499
Sheffield,E08000019,2011,Transport,Road Transport (Motorways),96.55364327
Sheffield,E08000019,2011,Transport,Road Transport (Minor roads),295.4049052
Sheffield,E08000019,2011,Transport,Diesel Railways,8.487421763
Sheffield,E08000019,2011,Transport,Transport Other,4.441580365
Sheffield,E08000019,2012,Commercial,Commercial Electricity,344.8142001
Sheffield,E08000019,2012,Commercial,Commercial Gas,125.4274326
Sheffield,E08000019,2012,Commercial,Commercial 'Other Fuels',0.505105546
Sheffield,E08000019,2012,Domestic,Domestic Electricity,435.2660605
Sheffield,E08000019,2012,Domestic,Domestic Gas,627.3242401
Sheffield,E08000019,2012,Domestic,Domestic 'Other Fuels',24.81478521
Sheffield,E08000019,2012,Industry,Industry Electricity,343.6782421
Sheffield,E08000019,2012,Industry,Industry Gas,180.1127841
Sheffield,E08000019,2012,Industry,Large Industrial Installations,92.41646098
Sheffield,E08000019,2012,Industry,Industry 'Other Fuels',75.85293237
Sheffield,E08000019,2012,Industry,Agriculture,3.812942443
Sheffield,E08000019,2012,LULUCF,LULUCF Net Emissions: Forest land,-25.06305762
Sheffield,E08000019,2012,LULUCF,LULUCF Net Emissions: Cropland,6.720011633
Sheffield,E08000019,2012,LULUCF,LULUCF Net Emissions: Grassland,-6.448927246
Sheffield,E08000019,2012,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2012,LULUCF,LULUCF Net Emissions: Settlements,5.22223617
Sheffield,E08000019,2012,Public Sector,Public Sector Electricity,122.7350272
Sheffield,E08000019,2012,Public Sector,Public Sector Gas,128.0425612
Sheffield,E08000019,2012,Public Sector,Public Sector 'Other Fuels',0.181222129
Sheffield,E08000019,2012,Transport,Road Transport (A roads),255.894622
Sheffield,E08000019,2012,Transport,Road Transport (Motorways),94.58436534
Sheffield,E08000019,2012,Transport,Road Transport (Minor roads),295.3790524
Sheffield,E08000019,2012,Transport,Diesel Railways,8.844892955
Sheffield,E08000019,2012,Transport,Transport Other,4.293739966
Sheffield,E08000019,2013,Commercial,Commercial Electricity,336.0604787
Sheffield,E08000019,2013,Commercial,Commercial Gas,118.9001799
Sheffield,E08000019,2013,Commercial,Commercial 'Other Fuels',0.544437443
Sheffield,E08000019,2013,Domestic,Domestic Electricity,397.0244918
Sheffield,E08000019,2013,Domestic,Domestic Gas,643.8656429
Sheffield,E08000019,2013,Domestic,Domestic 'Other Fuels',29.39330425
Sheffield,E08000019,2013,Industry,Industry Electricity,325.023003
Sheffield,E08000019,2013,Industry,Industry Gas,202.9867412
Sheffield,E08000019,2013,Industry,Large Industrial Installations,90.77855045
Sheffield,E08000019,2013,Industry,Industry 'Other Fuels',68.76267287
Sheffield,E08000019,2013,Industry,Agriculture,3.612533629
Sheffield,E08000019,2013,LULUCF,LULUCF Net Emissions: Forest land,-25.29755387
Sheffield,E08000019,2013,LULUCF,LULUCF Net Emissions: Cropland,6.588795389
Sheffield,E08000019,2013,LULUCF,LULUCF Net Emissions: Grassland,-7.130164814
Sheffield,E08000019,2013,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2013,LULUCF,LULUCF Net Emissions: Settlements,5.02463403
Sheffield,E08000019,2013,Public Sector,Public Sector Electricity,117.1031302
Sheffield,E08000019,2013,Public Sector,Public Sector Gas,117.9132348
Sheffield,E08000019,2013,Public Sector,Public Sector 'Other Fuels',0.060854624
Sheffield,E08000019,2013,Transport,Road Transport (A roads),248.6348345
Sheffield,E08000019,2013,Transport,Road Transport (Motorways),94.46049727
Sheffield,E08000019,2013,Transport,Road Transport (Minor roads),301.4002323
Sheffield,E08000019,2013,Transport,Diesel Railways,8.972949179
Sheffield,E08000019,2013,Transport,Transport Other,4.403835471
Sheffield,E08000019,2014,Commercial,Commercial Electricity,292.1056671
Sheffield,E08000019,2014,Commercial,Commercial Gas,105.3964081
Sheffield,E08000019,2014,Commercial,Commercial 'Other Fuels',0.632318491
Sheffield,E08000019,2014,Domestic,Domestic Electricity,335.62378
Sheffield,E08000019,2014,Domestic,Domestic Gas,541.4827657
Sheffield,E08000019,2014,Domestic,Domestic 'Other Fuels',27.02233143
Sheffield,E08000019,2014,Industry,Industry Electricity,288.4924157
Sheffield,E08000019,2014,Industry,Industry Gas,182.3962558
Sheffield,E08000019,2014,Industry,Large Industrial Installations,97.7898229
Sheffield,E08000019,2014,Industry,Industry 'Other Fuels',75.79933216
Sheffield,E08000019,2014,Industry,Agriculture,3.778510897
Sheffield,E08000019,2014,LULUCF,LULUCF Net Emissions: Forest land,-25.4162655
Sheffield,E08000019,2014,LULUCF,LULUCF Net Emissions: Cropland,6.44766446
Sheffield,E08000019,2014,LULUCF,LULUCF Net Emissions: Grassland,-6.9309708
Sheffield,E08000019,2014,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2014,LULUCF,LULUCF Net Emissions: Settlements,4.96593123
Sheffield,E08000019,2014,Public Sector,Public Sector Electricity,101.6053613
Sheffield,E08000019,2014,Public Sector,Public Sector Gas,114.1192229
Sheffield,E08000019,2014,Public Sector,Public Sector 'Other Fuels',0.11135934
Sheffield,E08000019,2014,Transport,Road Transport (A roads),248.0136009
Sheffield,E08000019,2014,Transport,Road Transport (Motorways),90.94529124
Sheffield,E08000019,2014,Transport,Road Transport (Minor roads),318.0150854
Sheffield,E08000019,2014,Transport,Diesel Railways,9.105391889
Sheffield,E08000019,2014,Transport,Transport Other,4.399425151
Sheffield,E08000019,2015,Commercial,Commercial Electricity,225.460481
Sheffield,E08000019,2015,Commercial,Commercial Gas,78.94633117
Sheffield,E08000019,2015,Commercial,Commercial 'Other Fuels',0.693384813
Sheffield,E08000019,2015,Domestic,Domestic Electricity,281.1584486
Sheffield,E08000019,2015,Domestic,Domestic Gas,566.2531135
Sheffield,E08000019,2015,Domestic,Domestic 'Other Fuels',26.87561666
Sheffield,E08000019,2015,Industry,Industry Electricity,228.1514816
Sheffield,E08000019,2015,Industry,Industry Gas,180.0009993
Sheffield,E08000019,2015,Industry,Large Industrial Installations,81.62912037
Sheffield,E08000019,2015,Industry,Industry 'Other Fuels',70.84027421
Sheffield,E08000019,2015,Industry,Agriculture,3.869839372
Sheffield,E08000019,2015,LULUCF,LULUCF Net Emissions: Forest land,-25.75781056
Sheffield,E08000019,2015,LULUCF,LULUCF Net Emissions: Cropland,6.344330046
Sheffield,E08000019,2015,LULUCF,LULUCF Net Emissions: Grassland,-7.82730003
Sheffield,E08000019,2015,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2015,LULUCF,LULUCF Net Emissions: Settlements,5.110064787
Sheffield,E08000019,2015,Public Sector,Public Sector Electricity,82.43510678
Sheffield,E08000019,2015,Public Sector,Public Sector Gas,105.8788555
Sheffield,E08000019,2015,Public Sector,Public Sector 'Other Fuels',0.157601189
Sheffield,E08000019,2015,Transport,Road Transport (A roads),249.0549651
Sheffield,E08000019,2015,Transport,Road Transport (Motorways),92.8513066
Sheffield,E08000019,2015,Transport,Road Transport (Minor roads),321.7137818
Sheffield,E08000019,2015,Transport,Diesel Railways,8.533159649
Sheffield,E08000019,2015,Transport,Transport Other,4.405173185
Sheffield,E08000019,2016,Commercial,Commercial Electricity,176.5650241
Sheffield,E08000019,2016,Commercial,Commercial Gas,77.03152679
Sheffield,E08000019,2016,Commercial,Commercial 'Other Fuels',0.578565538
Sheffield,E08000019,2016,Domestic,Domestic Electricity,226.4985892
Sheffield,E08000019,2016,Domestic,Domestic Gas,575.3954414
Sheffield,E08000019,2016,Domestic,Domestic 'Other Fuels',26.05514384
Sheffield,E08000019,2016,Industry,Industry Electricity,173.149155
Sheffield,E08000019,2016,Industry,Industry Gas,170.5648703
Sheffield,E08000019,2016,Industry,Large Industrial Installations,80.44718566
Sheffield,E08000019,2016,Industry,Industry 'Other Fuels',70.36191175
Sheffield,E08000019,2016,Industry,Agriculture,4.027574206
Sheffield,E08000019,2016,LULUCF,LULUCF Net Emissions: Forest land,-25.93958119
Sheffield,E08000019,2016,LULUCF,LULUCF Net Emissions: Cropland,6.254057187
Sheffield,E08000019,2016,LULUCF,LULUCF Net Emissions: Grassland,-7.752774119
Sheffield,E08000019,2016,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2016,LULUCF,LULUCF Net Emissions: Settlements,5.452268756
Sheffield,E08000019,2016,Public Sector,Public Sector Electricity,63.01819985
Sheffield,E08000019,2016,Public Sector,Public Sector Gas,97.2971011
Sheffield,E08000019,2016,Public Sector,Public Sector 'Other Fuels',0.152686978
Sheffield,E08000019,2016,Transport,Road Transport (A roads),251.0328801
Sheffield,E08000019,2016,Transport,Road Transport (Motorways),94.45844945
Sheffield,E08000019,2016,Transport,Road Transport (Minor roads),337.4328411
Sheffield,E08000019,2016,Transport,Diesel Railways,8.171486244
Sheffield,E08000019,2016,Transport,Transport Other,4.266764184
Sheffield,E08000019,2017,Commercial,Commercial Electricity,148.9912241
Sheffield,E08000019,2017,Commercial,Commercial Gas,112.6436711
Sheffield,E08000019,2017,Commercial,Commercial 'Other Fuels',0.173335461
Sheffield,E08000019,2017,Domestic,Domestic Electricity,196.6134769
Sheffield,E08000019,2017,Domestic,Domestic Gas,556.806042
Sheffield,E08000019,2017,Domestic,Domestic 'Other Fuels',26.8853809
Sheffield,E08000019,2017,Industry,Industry Electricity,163.017203
Sheffield,E08000019,2017,Industry,Industry Gas,153.7133953
Sheffield,E08000019,2017,Industry,Large Industrial Installations,94.16379131
Sheffield,E08000019,2017,Industry,Industry 'Other Fuels',81.21152482
Sheffield,E08000019,2017,Industry,Agriculture,3.991203991
Sheffield,E08000019,2017,LULUCF,LULUCF Net Emissions: Forest land,-25.95643927
Sheffield,E08000019,2017,LULUCF,LULUCF Net Emissions: Cropland,6.169160407
Sheffield,E08000019,2017,LULUCF,LULUCF Net Emissions: Grassland,-8.629880968
Sheffield,E08000019,2017,LULUCF,LULUCF Net Emissions: Wetlands,-1.582587463
Sheffield,E08000019,2017,LULUCF,LULUCF Net Emissions: Settlements,5.203616999
Sheffield,E08000019,2017,Public Sector,Public Sector Electricity,52.24546164
Sheffield,E08000019,2017,Public Sector,Public Sector Gas,80.14214248
Sheffield,E08000019,2017,Public Sector,Public Sector 'Other Fuels',0.165530226
Sheffield,E08000019,2017,Transport,Road Transport (A roads),246.0364837
Sheffield,E08000019,2017,Transport,Road Transport (Motorways),92.79317285
Sheffield,E08000019,2017,Transport,Road Transport (Minor roads),342.2475574
Sheffield,E08000019,2017,Transport,Diesel Railways,8.042452593
Sheffield,E08000019,2017,Transport,Transport Other,4.283616554
Sheffield,E08000019,2018,Commercial,Commercial Electricity,137.5676542
